data_point_ID,EXCLUSION,Citation,Title,Lit_Source,Continent,island,experimental_mechanism,Latitude,Longitude,Site,Herbivores_Manipulated,Herbivore_nativeness,treatment_duration_days,impact_mechanism,Fig_Num,High_value_equals_high_response,Response_Dimension,Response_Living,Response_Highest_Level,Strata_or_soil_depth,Species_Class,Species,Response,Units,age_class,woody_height_class,Plot_Covariate,time_series_clean,Mean_High_Megafauna,Mean_Low_Megafauna,SD_High_Megafauna,SD_Low_Megafauna,N_High_Megafauna,N_Low_Megafauna,analysis_group_category,analysis_group,Invasive,Africa_Comparison,experiment_id,site_id,species_response_tag,yi,vi
Eldridge et al. 2021 Ecological Management and Restoration_8,,Eldridge et al. 2021 Ecological Management and Restoration,Low-intensity kangaroo grazing has largely benign effects on soil health,Google Scholar,Oceania,no,inside vs outside exclosure,-33.725396,150.772108,"Wianamatta Regional Park, NSW, Australia",Macropus giganteus; Macropus rufus,Native,5475,cumulative,Table 1,,Aboveground,Dead,SOIL_COVER,"",Cover,Litter,Litter cover,%,"","",Main_Plot,1,68.8,57.9,27.2588334306514,24.5392746429066,40,40,Soil,Litter_Cover,Native,,experiment_1895,38,Cover Litter Litter cover,0.416229533103721,0.052404787221692
Eldridge et al. 2021 Ecological Management and Restoration_9,,Eldridge et al. 2021 Ecological Management and Restoration,Low-intensity kangaroo grazing has largely benign effects on soil health,Google Scholar,Oceania,no,inside vs outside exclosure,-33.725396,150.772108,"Wianamatta Regional Park, NSW, Australia",Macropus giganteus; Macropus rufus,Native,5475,cumulative,Table 1,,Aboveground,Dead,SOIL_COVER,"",Cover,Litter,Litter depth (mm),mm,"","",Main_Plot,1,15.8,16.6,9.23385076769167,8.85437744847146,40,40,Ecosystem,Dead_Vegetation,Native,,experiment_1896,38,Cover Litter Litter depth (mm),-0.0875823225912429,0.0513313086883329
Eldridge et al. 2021 Ecological Management and Restoration_9,,Eldridge et al. 2021 Ecological Management and Restoration,Low-intensity kangaroo grazing has largely benign effects on soil health,Google Scholar,Oceania,no,inside vs outside exclosure,-33.725396,150.772108,"Wianamatta Regional Park, NSW, Australia",Macropus giganteus; Macropus rufus,Native,5475,cumulative,Table 1,,Aboveground,Dead,SOIL_COVER,"",Cover,Litter,Litter depth (mm),mm,"","",Main_Plot,1,15.8,16.6,9.23385076769167,8.85437744847146,40,40,Soil,Litter_Cover,Native,,experiment_1896,38,Cover Litter Litter depth (mm),-0.0875823225912429,0.0513313086883329
Enochs et al 2022 The American Midland Naturalist 1,,Enochs et al 2022 The American Midland Naturalist,Exclusion of Overabundant White-tailed Deer (Odocoileus virginianus) Results in Shifts in Soil Microbial Communities and Abiotic Soil Condition in a Northeastern Deciduous Forest,Web of Science October 2025,North America,no,inside vs outside exclosure,42.0893,-75.9699,"Vestal, New York, USA",Odocoileus virginianus,Native,Inf,cumulative,Table2,TRUE,Belowground,Abiotic,SOIL_NUTRIENTS,8 cm,"","",Organic Matter,Percent,"","",,1,21,26.6,2.3,5.6,6,6,Soil,Soil_Organic_Matter,Native,,experiment_7034,136,NA NA Organic Matter,-1.20711326419255,0.509719926024698
Enochs et al 2022 The American Midland Naturalist 10,,Enochs et al 2022 The American Midland Naturalist,Exclusion of Overabundant White-tailed Deer (Odocoileus virginianus) Results in Shifts in Soil Microbial Communities and Abiotic Soil Condition in a Northeastern Deciduous Forest,Web of Science October 2025,North America,no,inside vs outside exclosure,42.0893,-75.9699,"Vestal, New York, USA",Odocoileus virginianus,Native,Inf,cumulative,fig_3b,TRUE,"",Abiotic,SOIL_CONDITIONS,8 cm,"","",Soil Conductivity,µS cm-1,"","",CS,1,176.890756,248.94958,64.9080488,132.840476,6,6,Soil,Soil_Conductivity,Native,,experiment_7043,136,NA NA Soil Conductivity,-0.63600800799433,0.427863485244668
Enochs et al 2022 The American Midland Naturalist 11,,Enochs et al 2022 The American Midland Naturalist,Exclusion of Overabundant White-tailed Deer (Odocoileus virginianus) Results in Shifts in Soil Microbial Communities and Abiotic Soil Condition in a Northeastern Deciduous Forest,Web of Science October 2025,North America,no,inside vs outside exclosure,42.0893,-75.9699,"Vestal, New York, USA",Odocoileus virginianus,Native,Inf,cumulative,fig_3b,TRUE,"",Abiotic,SOIL_CONDITIONS,8 cm,"","",Soil Conductivity,µS cm-1,"","",EG,1,140.441176,139.705882,36.4431225,34.0569395,6,6,Soil,Soil_Conductivity,Native,,experiment_7044,136,NA NA Soil Conductivity,0.0192368911130525,0.400018587491861
Enochs et al 2022 The American Midland Naturalist 12,,Enochs et al 2022 The American Midland Naturalist,Exclusion of Overabundant White-tailed Deer (Odocoileus virginianus) Results in Shifts in Soil Microbial Communities and Abiotic Soil Condition in a Northeastern Deciduous Forest,Web of Science October 2025,North America,no,inside vs outside exclosure,42.0893,-75.9699,"Vestal, New York, USA",Odocoileus virginianus,Native,Inf,cumulative,fig_3b,TRUE,"",Abiotic,SOIL_CONDITIONS,8 cm,"","",Soil Conductivity,µS cm-1,"","",PT,1,136.764706,129.621849,69.824152,54.12642,6,6,Soil,Soil_Conductivity,Native,,experiment_7045,136,NA NA Soil Conductivity,0.105506743321281,0.400591173316145
Enochs et al 2022 The American Midland Naturalist 13,,Enochs et al 2022 The American Midland Naturalist,Exclusion of Overabundant White-tailed Deer (Odocoileus virginianus) Results in Shifts in Soil Microbial Communities and Abiotic Soil Condition in a Northeastern Deciduous Forest,Web of Science October 2025,North America,no,inside vs outside exclosure,42.0893,-75.9699,"Vestal, New York, USA",Odocoileus virginianus,Native,Inf,cumulative,fig_3b,TRUE,"",Abiotic,SOIL_CONDITIONS,8 cm,"","",Soil Conductivity,µS cm-1,"","",FN,1,210.92437,236.239496,85.4158612,81.2439765,6,6,Soil,Soil_Conductivity,Native,,experiment_7046,136,NA NA Soil Conductivity,-0.280236755056584,0.403936461610409
Enochs et al 2022 The American Midland Naturalist 14,,Enochs et al 2022 The American Midland Naturalist,Exclusion of Overabundant White-tailed Deer (Odocoileus virginianus) Results in Shifts in Soil Microbial Communities and Abiotic Soil Condition in a Northeastern Deciduous Forest,Web of Science October 2025,North America,no,inside vs outside exclosure,42.0893,-75.9699,"Vestal, New York, USA",Odocoileus virginianus,Native,Inf,cumulative,fig_3b,TRUE,"",Abiotic,SOIL_CONDITIONS,8 cm,"","",Soil Conductivity,µS cm-1,"","",FS,1,138.235294,250.210084,33.8377736,134.479771,6,6,Soil,Soil_Conductivity,Native,,experiment_7047,136,NA NA Soil Conductivity,-1.05373114210636,0.498599599378936
Enochs et al 2022 The American Midland Naturalist 2,,Enochs et al 2022 The American Midland Naturalist,Exclusion of Overabundant White-tailed Deer (Odocoileus virginianus) Results in Shifts in Soil Microbial Communities and Abiotic Soil Condition in a Northeastern Deciduous Forest,Web of Science October 2025,North America,no,inside vs outside exclosure,42.0893,-75.9699,"Vestal, New York, USA",Odocoileus virginianus,Native,Inf,cumulative,Table2,TRUE,Belowground,Abiotic,SOIL_CONDITIONS,8 cm,"","",Soil Moisture,Percent,"","",,1,28.5,30.7,1.8,2,6,6,Soil,Soil_Moisture,Native,,experiment_7035,136,NA NA Soil Moisture,-1.06696551342536,0.457547991675044
Enochs et al 2022 The American Midland Naturalist 3,,Enochs et al 2022 The American Midland Naturalist,Exclusion of Overabundant White-tailed Deer (Odocoileus virginianus) Results in Shifts in Soil Microbial Communities and Abiotic Soil Condition in a Northeastern Deciduous Forest,Web of Science October 2025,North America,no,inside vs outside exclosure,42.0893,-75.9699,"Vestal, New York, USA",Odocoileus virginianus,Native,Inf,cumulative,fig_3a,TRUE,Belowground,Abiotic,SOIL_CONDITIONS,8 cm,"","",Soil pH,Index,"","",CN,1,4.3002451,4.16789216,0.35972518,0.33507736,6,6,Soil,Soil_pH,Native,,experiment_7036,136,NA NA Soil pH,0.35132663967547,0.406202508420133
Enochs et al 2022 The American Midland Naturalist 4,,Enochs et al 2022 The American Midland Naturalist,Exclusion of Overabundant White-tailed Deer (Odocoileus virginianus) Results in Shifts in Soil Microbial Communities and Abiotic Soil Condition in a Northeastern Deciduous Forest,Web of Science October 2025,North America,no,inside vs outside exclosure,42.0893,-75.9699,"Vestal, New York, USA",Odocoileus virginianus,Native,Inf,cumulative,fig_3a,TRUE,Belowground,Abiotic,SOIL_CONDITIONS,8 cm,"","",Soil pH,Index,"","",CS,1,4.125,3.87867647,0.39606288,0.37331718,6,6,Soil,Soil_pH,Native,,experiment_7037,136,NA NA Soil pH,0.590591577987852,0.417500784871364
Enochs et al 2022 The American Midland Naturalist 5,,Enochs et al 2022 The American Midland Naturalist,Exclusion of Overabundant White-tailed Deer (Odocoileus virginianus) Results in Shifts in Soil Microbial Communities and Abiotic Soil Condition in a Northeastern Deciduous Forest,Web of Science October 2025,North America,no,inside vs outside exclosure,42.0893,-75.9699,"Vestal, New York, USA",Odocoileus virginianus,Native,Inf,cumulative,fig_3a,TRUE,Belowground,Abiotic,SOIL_CONDITIONS,8 cm,"","",Soil pH,Index,"","",EG,1,5.23529412,5.26470588,0.37948433,0.43047768,6,6,Soil,Soil_pH,Native,,experiment_7038,136,NA NA Soil pH,-0.0668820147268516,0.40022717831334
Enochs et al 2022 The American Midland Naturalist 6,,Enochs et al 2022 The American Midland Naturalist,Exclusion of Overabundant White-tailed Deer (Odocoileus virginianus) Results in Shifts in Soil Microbial Communities and Abiotic Soil Condition in a Northeastern Deciduous Forest,Web of Science October 2025,North America,no,inside vs outside exclosure,42.0893,-75.9699,"Vestal, New York, USA",Odocoileus virginianus,Native,Inf,cumulative,fig_3a,TRUE,Belowground,Abiotic,SOIL_CONDITIONS,8 cm,"","",Soil pH,Index,"","",PT,1,5.1372549,4.85784314,0.44492891,0.49379494,6,6,Soil,Soil_pH,Native,,experiment_7039,136,NA NA Soil pH,0.548568896774036,0.415208602702602
Enochs et al 2022 The American Midland Naturalist 7,,Enochs et al 2022 The American Midland Naturalist,Exclusion of Overabundant White-tailed Deer (Odocoileus virginianus) Results in Shifts in Soil Microbial Communities and Abiotic Soil Condition in a Northeastern Deciduous Forest,Web of Science October 2025,North America,no,inside vs outside exclosure,42.0893,-75.9699,"Vestal, New York, USA",Odocoileus virginianus,Native,Inf,cumulative,fig_3a,TRUE,Belowground,Abiotic,SOIL_CONDITIONS,8 cm,"","",Soil pH,Index,"","",FN,1,5.54656863,5.37622549,0.48019256,0.56624513,6,6,Soil,Soil_pH,Native,,experiment_7040,136,NA NA Soil pH,0.299405492806307,0.404601800443356
Enochs et al 2022 The American Midland Naturalist 8,,Enochs et al 2022 The American Midland Naturalist,Exclusion of Overabundant White-tailed Deer (Odocoileus virginianus) Results in Shifts in Soil Microbial Communities and Abiotic Soil Condition in a Northeastern Deciduous Forest,Web of Science October 2025,North America,no,inside vs outside exclosure,42.0893,-75.9699,"Vestal, New York, USA",Odocoileus virginianus,Native,Inf,cumulative,fig_3a,TRUE,Belowground,Abiotic,SOIL_CONDITIONS,8 cm,"","",Soil pH,Index,"","",FS,1,4.95220588,4.76838235,0.31638188,0.49102319,6,6,Soil,Soil_pH,Native,,experiment_7041,136,NA NA Soil pH,0.410669801830943,0.409872645738563
Enochs et al 2022 The American Midland Naturalist 9,,Enochs et al 2022 The American Midland Naturalist,Exclusion of Overabundant White-tailed Deer (Odocoileus virginianus) Results in Shifts in Soil Microbial Communities and Abiotic Soil Condition in a Northeastern Deciduous Forest,Web of Science October 2025,North America,no,inside vs outside exclosure,42.0893,-75.9699,"Vestal, New York, USA",Odocoileus virginianus,Native,Inf,cumulative,fig_3b,TRUE,"",Abiotic,SOIL_CONDITIONS,8 cm,"","",Soil Conductivity,µS cm-1,"","",CN,1,157.563025,196.113445,80.0246018,70.8279209,6,6,Soil,Soil_Conductivity,Native,,experiment_7042,136,NA NA Soil Conductivity,-0.470741996486648,0.411243406224199
Falk et al. 2015 Environmental Research Letters_29,,Falk et al. 2015 Environmental Research Letters,Large herbivore grazing affects the vegetation structure and greenhouse gas balance in a high arctic mire,Web of Science Feb 2021,North_America,no,inside vs outside exclosure,74.476045,-20.552142,"Zackenberg Mire, Greenland",Ovibos moschatus,Native,1095,cumulative,Figure 1,,Aboveground,Dead,BIOMASS,surface,Structure,litter,Dried biomass,g / .04 m2,"","",Main_Plot,1095,2.532,7.595,1.11650705326926,2.83086205951473,7,5,Ecosystem,Dead_Vegetation,Native,,experiment_2026,108,Structure litter Dried biomass,-2.17115480067453,0.925958240709775
Falk et al. 2015 Environmental Research Letters_29,,Falk et al. 2015 Environmental Research Letters,Large herbivore grazing affects the vegetation structure and greenhouse gas balance in a high arctic mire,Web of Science Feb 2021,North_America,no,inside vs outside exclosure,74.476045,-20.552142,"Zackenberg Mire, Greenland",Ovibos moschatus,Native,1095,cumulative,Figure 1,,Aboveground,Dead,BIOMASS,surface,Structure,litter,Dried biomass,g / .04 m2,"","",Main_Plot,1095,2.532,7.595,1.11650705326926,2.83086205951473,7,5,Soil,Litter_Cover,Native,,experiment_2026,108,Structure litter Dried biomass,-2.17115480067453,0.925958240709775
Falk et al. 2015 Environmental Research Letters_31,,Falk et al. 2015 Environmental Research Letters,Large herbivore grazing affects the vegetation structure and greenhouse gas balance in a high arctic mire,Web of Science Feb 2021,North_America,no,inside vs outside exclosure,74.476045,-20.552142,"Zackenberg Mire, Greenland",Ovibos moschatus,Native,365,cumulative,Figure 2,,Aboveground & Belowground,Living,ECOSYSTEM_PROCESS,"",Process,CH4,Ch4 flux,mg CH4 / m2 / h,"","",Main_Plot,365,3.079,2.966,0.949824720672188,1.24879461882249,7,7,Ecosystem,Net_Ecosystem_Exchange,Native,,experiment_2029,108,Process CH4 Ch4 flux,0.0953298044833632,0.333738989429905
Falk et al. 2015 Environmental Research Letters_31,,Falk et al. 2015 Environmental Research Letters,Large herbivore grazing affects the vegetation structure and greenhouse gas balance in a high arctic mire,Web of Science Feb 2021,North_America,no,inside vs outside exclosure,74.476045,-20.552142,"Zackenberg Mire, Greenland",Ovibos moschatus,Native,365,cumulative,Figure 2,,Aboveground & Belowground,Living,ECOSYSTEM_PROCESS,"",Process,CH4,Ch4 flux,mg CH4 / m2 / h,"","",Main_Plot,365,3.079,2.966,0.949824720672188,1.24879461882249,7,7,Ecosystem,CH4_Exchange,Native,,experiment_2029,108,Process CH4 Ch4 flux,0.0953298044833632,0.333738989429905
Falk et al. 2015 Environmental Research Letters_32,,Falk et al. 2015 Environmental Research Letters,Large herbivore grazing affects the vegetation structure and greenhouse gas balance in a high arctic mire,Web of Science Feb 2021,North_America,no,inside vs outside exclosure,74.476045,-20.552142,"Zackenberg Mire, Greenland",Ovibos moschatus,Native,730,cumulative,Figure 2,,Aboveground & Belowground,Living,ECOSYSTEM_PROCESS,"",Process,CH4,Ch4 flux,mg CH4 / m2 / h,"","",Main_Plot,730,4.067,3.865,2.9738244736366,0.476235235991626,7,7,Ecosystem,Net_Ecosystem_Exchange,Native,,experiment_2029,108,Process CH4 Ch4 flux,0.0887771575366674,0.333958091794069
Falk et al. 2015 Environmental Research Letters_32,,Falk et al. 2015 Environmental Research Letters,Large herbivore grazing affects the vegetation structure and greenhouse gas balance in a high arctic mire,Web of Science Feb 2021,North_America,no,inside vs outside exclosure,74.476045,-20.552142,"Zackenberg Mire, Greenland",Ovibos moschatus,Native,730,cumulative,Figure 2,,Aboveground & Belowground,Living,ECOSYSTEM_PROCESS,"",Process,CH4,Ch4 flux,mg CH4 / m2 / h,"","",Main_Plot,730,4.067,3.865,2.9738244736366,0.476235235991626,7,7,Ecosystem,CH4_Exchange,Native,,experiment_2029,108,Process CH4 Ch4 flux,0.0887771575366674,0.333958091794069
Falk et al. 2015 Environmental Research Letters_33,,Falk et al. 2015 Environmental Research Letters,Large herbivore grazing affects the vegetation structure and greenhouse gas balance in a high arctic mire,Web of Science Feb 2021,North_America,no,inside vs outside exclosure,74.476045,-20.552142,"Zackenberg Mire, Greenland",Ovibos moschatus,Native,1095,cumulative,Figure 2,,Aboveground & Belowground,Living,ECOSYSTEM_PROCESS,"",Process,CH4,Ch4 flux,mg CH4 / m2 / h,"","",Main_Plot,1095,2.944,1.596,0.476235235991626,1.48426648550724,7,7,Ecosystem,Net_Ecosystem_Exchange,Native,,experiment_2029,108,Process CH4 Ch4 flux,1.14462777534127,0.424035063417748
Falk et al. 2015 Environmental Research Letters_33,,Falk et al. 2015 Environmental Research Letters,Large herbivore grazing affects the vegetation structure and greenhouse gas balance in a high arctic mire,Web of Science Feb 2021,North_America,no,inside vs outside exclosure,74.476045,-20.552142,"Zackenberg Mire, Greenland",Ovibos moschatus,Native,1095,cumulative,Figure 2,,Aboveground & Belowground,Living,ECOSYSTEM_PROCESS,"",Process,CH4,Ch4 flux,mg CH4 / m2 / h,"","",Main_Plot,1095,2.944,1.596,0.476235235991626,1.48426648550724,7,7,Ecosystem,CH4_Exchange,Native,,experiment_2029,108,Process CH4 Ch4 flux,1.14462777534127,0.424035063417748
Firn et al. 2019 Proceedings of the Royal Society B: Biological Sciences_1,,Firn et al. 2019 Proceedings of the Royal Society B: Biological Sciences,Leaf trait variability between and within subalpine grassland species differs depending on site conditions and herbivory,Web_of_Science_Jan2023_Jonas,Europe,no,inside vs outside exclosure,46.66677,10.20007,Swiss National Park,Rupicapra rupicapra; Cervus elaphus,Native,1643,cumulative,raw data,,Aboveground,Living,PLANT_NUTRIENTS,graminoids and herbs,nutrients,"",P (%),%,fully developed leafs,"",Main_Plot,1,0.166697,0.1774262,0.022333761208597,0.0419895124611554,18,18,Plant_Nutrients,Plant_P,Native,,experiment_2030,132,nutrients  P (%),-0.31194067147524,0.119525136688302
Firn et al. 2019 Proceedings of the Royal Society B: Biological Sciences_2,,Firn et al. 2019 Proceedings of the Royal Society B: Biological Sciences,Leaf trait variability between and within subalpine grassland species differs depending on site conditions and herbivory,Web_of_Science_Jan2023_Jonas,Europe,no,inside vs outside exclosure,46.66677,10.20007,Swiss National Park,Rupicapra rupicapra; Cervus elaphus,Native,1643,cumulative,raw data,,Aboveground,Living,PLANT_NUTRIENTS,graminoids and herbs,nutrients,"",N (%),%,fully developed leafs,"",Main_Plot,1,2.726667,2.721475,0.314591806949895,0.479434943943159,18,18,Plant_Nutrients,Plant_N,Native,,experiment_2031,132,nutrients  N (%),0.0125197194515334,0.117649729098026
