filename,variable,group_id,mean,sd,n,r,se,error_type,plot_type
fig_1a.png,cover,F1,29.4765840220386,15.809751279254,6,,6.45430393241432,sd,boxplot
fig_1a.png,cover,F2,48.0716253443527,16.1008040931061,6,,6.57312574610412,sd,boxplot
fig_1a.png,cover,F3,41.3774104683196,12.7812321974519,6,,5.21791619463142,sd,boxplot
fig_1a.png,cover,F4,40.2754820936639,29.7464709049229,6,,12.1439458942678,sd,boxplot
fig_1a.png,cover,F5,28.7052341597797,12.8862977292308,6,,5.26080901836683,sd,boxplot
fig_1a.png,cover,F6,23.4986225895317,20.7144968214838,6,,8.45665791518988,sd,boxplot
fig_1a.png,cover,G1,1.54269972451793,0.171967855883723,6,,0.0702055831792659,sd,boxplot
fig_1a.png,cover,G2,4.73829201101931,1.37550942571913,6,,0.561549371566765,sd,boxplot
fig_1a.png,cover,G3,6.61157024793391,3.37198795086828,6,,1.37660831640672,sd,boxplot
fig_1a.png,cover,G4,15.1239669421488,7.13067015612432,6,,2.91108390109944,sd,boxplot
fig_1a.png,cover,G5,17.603305785124,10.4930005943988,6,,4.2837495544996,sd,boxplot
fig_1a.png,cover,G6,5.01377410468322,3.8209891944146,6,,1.55991230650065,sd,boxplot
fig_1b.png,cover,f1,20.8306451612903,14.0056680105345,6,,5.71779002210513,sd,boxplot
fig_1b.png,cover,f2,29.3951612903226,11.7408838667377,6,,4.79319576713041,sd,boxplot
fig_1b.png,cover,f3,35.3225806451613,25.5284934406824,6,,10.4219638052765,sd,boxplot
fig_1b.png,cover,f4,36.0725806451613,22.6212312190256,6,,9.23507897335497,sd,boxplot
fig_1b.png,cover,f5,32.9032258064516,15.5286563148859,6,,6.33954739375303,sd,boxplot
fig_1b.png,cover,f6,19.9596774193549,13.0326815260124,6,,5.32056995315454,sd,boxplot
fig_1b.png,cover,g1,0.193548387096811,0,6,,0,sd,boxplot
fig_1b.png,cover,g2,0.241935483870998,0.260055827212151,6,,0.106167346884526,sd,boxplot
fig_1b.png,cover,g3,0.435483870967772,0.167784565835378,6,,0.0684977621685146,sd,boxplot
fig_1b.png,cover,g4,0.0483870967742242,0.26005582721216,6,,0.10616734688453,sd,boxplot
fig_1b.png,cover,g5,0.2177419354839,0.465597045276839,6,,0.190079197779296,sd,boxplot
fig_1b.png,cover,g6,0.532258064516164,0.335569131670769,6,,0.136995524337034,sd,boxplot
fig_1c.png,richness,f1,7.37112171837709,0.582829454744767,6,,0.237939128531537,sd,boxplot
fig_1c.png,richness,f2,9.93078758949881,2.1183728229674,6,,0.864822083541548,sd,boxplot
fig_1c.png,richness,f3,10.8060859188544,1.56440397911849,6,,0.638665250069989,sd,boxplot
fig_1c.png,richness,f4,11.0531026252983,2.39244483337986,6,,0.976711513256431,sd,boxplot
fig_1c.png,richness,f5,11.0871121718377,2.14512815736288,6,,0.875744903069292,sd,boxplot
fig_1c.png,richness,f6,10.8615751789976,1.90305429699146,6,,0.776918663406673,sd,boxplot
fig_1c.png,richness,g1,5.86754176610978,1.20661942169974,6,,0.492600316149416,sd,boxplot
fig_1c.png,richness,g2,7.30131264916467,1.49737630760934,6,,0.611301317762604,sd,boxplot
fig_1c.png,richness,g3,8.46479713603818,0.458363981724665,6,,0.187126311949304,sd,boxplot
fig_1c.png,richness,g4,8.84606205250596,0.943407463760431,6,,0.385144484291045,sd,boxplot
fig_1c.png,richness,g5,9.36694510739856,0.997125718747783,6,,0.407074870056333,sd,boxplot
fig_1c.png,richness,g6,8.9964200477327,1.03774214340972,6,,0.423656455989325,sd,boxplot
