term,type,estimate,std.error,statistic,p.value,ci.lb,ci.ub,intercept_df,contrast_df,model_id_nativeness,model_path_nativeness,preferred_model,nativeness_var,contrast,analysis_group,analysis_group_category,min_refs,max_refs
"Africa_ComparisonIntroduced","summary",0.527772612350017,0.619264711993553,0.85225688163467,0.403686841093948,-0.760058856263076,1.81560408096311,21,21,"model_521","outputs/revision/models/model_521.Rds","yes","Africa_Comparison","Introduced-Intact_Africa","Bare_Ground","Soil",3,20
"Africa_ComparisonIntroduced","summary",0.528646141924776,0.620916537704216,0.851396459626279,0.404153719844139,-0.762620486305288,1.81991277015484,21,21,"model_522","outputs/revision/models/model_522.Rds","no","Africa_Comparison","Introduced-Intact_Africa","Bare_Ground","Soil",3,20
"Africa_ComparisonIntroduced","summary",0.527772617419443,0.619264700948044,0.852256905022143,0.40368682840824,-0.760058828223256,1.81560406306214,21,21,"model_523","outputs/revision/models/model_523.Rds","no","Africa_Comparison","Introduced-Intact_Africa","Bare_Ground","Soil",3,20
"Africa_ComparisonIntroduced","summary",0.479954689663126,0.695128618861388,0.69045450962627,0.502050358504368,-1.02177939073529,1.98168877006154,13,13,"model_525","outputs/revision/models/model_525.Rds","no","Africa_Comparison","Introduced-Intact_Africa","Bare_Ground","Soil",3,20
"Africa_ComparisonIntroduced","summary",0.479579850495841,0.698002028652145,0.687075152807104,0.504108467995267,-1.0283618543517,1.98752155534338,13,13,"model_526","outputs/revision/models/model_526.Rds","no","Africa_Comparison","Introduced-Intact_Africa","Bare_Ground","Soil",3,20
"Africa_ComparisonIntroduced","summary",0.479954772830306,0.695128455582641,0.690454791450047,0.50205018707455,-1.02177895482582,1.98168850048643,13,13,"model_527","outputs/revision/models/model_527.Rds","no","Africa_Comparison","Introduced-Intact_Africa","Bare_Ground","Soil",3,20
"Africa_ComparisonIntroduced","summary",0.479579493969032,0.69800275637996,0.687073925690876,0.504109216242214,-1.02836378303887,1.98752277097693,13,13,"model_528","outputs/revision/models/model_528.Rds","no","Africa_Comparison","Introduced-Intact_Africa","Bare_Ground","Soil",3,20
"Herbivore_nativenessNative","summary",0.449011833019605,0.242395415183069,-1.85239408377625,0.0679572548213651,0.931995240804311,-0.0339715747651012,33,74,"model_529","outputs/revision/models/model_529.Rds","yes","Herbivore_nativeness","Introduced-Native","Bare_Ground","Soil",16,20
"Herbivore_nativenessNative","summary",0.442922512237869,0.240630032289167,-1.84067843911356,0.070455075306239,0.923935092926737,-0.0380900684509986,33,62,"model_530","outputs/revision/models/model_530.Rds","no","Herbivore_nativeness","Introduced-Native","Bare_Ground","Soil",16,20
"Herbivore_nativenessNative","summary",0.449011390417046,0.242395295728626,-1.85239317069807,0.0679573874956103,0.931994560183578,-0.033971779349487,33,74,"model_531","outputs/revision/models/model_531.Rds","no","Herbivore_nativeness","Introduced-Native","Bare_Ground","Soil",16,20
"Herbivore_nativenessNative","summary",0.442922506591746,0.240630034104008,-1.84067840176717,0.0704550808597386,0.923935090908429,-0.0380900777249376,33,62,"model_532","outputs/revision/models/model_532.Rds","no","Herbivore_nativeness","Introduced-Native","Bare_Ground","Soil",16,20
"Herbivore_nativenessNative","summary",0.444812797312632,0.245107280121174,-1.81476779103717,0.0736120872575121,0.933199713939569,-0.0435741193143051,21,74,"model_533","outputs/revision/models/model_533.Rds","no","Herbivore_nativeness","Introduced-Native","Bare_Ground","Soil",16,20
"Herbivore_nativenessNative","summary",0.438981355248074,0.243197354789649,-1.80504165280813,0.075924377738776,0.925125940490444,-0.0471632299942965,21,62,"model_534","outputs/revision/models/model_534.Rds","no","Herbivore_nativeness","Introduced-Native","Bare_Ground","Soil",16,20
"Herbivore_nativenessNative","summary",0.444815557438574,0.245106773795093,-1.81478280078231,0.0736097554467944,0.933201465188772,-0.0435703503116232,21,74,"model_535","outputs/revision/models/model_535.Rds","no","Herbivore_nativeness","Introduced-Native","Bare_Ground","Soil",16,20
"Herbivore_nativenessNative","summary",0.438982594416432,0.24319627394121,-1.80505477038086,0.0759223010304857,0.925125019073557,-0.0471598302406934,21,62,"model_536","outputs/revision/models/model_536.Rds","no","Herbivore_nativeness","Introduced-Native","Bare_Ground","Soil",16,20
"InvasiveNative","summary",0.342109128086855,0.233870423880716,-1.46281484597362,0.14856916294322,0.809609444100929,-0.125391187927218,26,62,"model_537","outputs/revision/models/model_537.Rds","yes","Invasive","Invasive-Native","Bare_Ground","Soil",13,16
"InvasiveNative","summary",0.335730227540098,0.230432363721085,-1.45695779064465,0.150918761750083,0.797719300892719,-0.126258845812523,26,54,"model_538","outputs/revision/models/model_538.Rds","no","Invasive","Invasive-Native","Bare_Ground","Soil",13,16
"InvasiveNative","summary",0.342109174087575,0.233870545654704,-1.46281428099407,0.148569317125626,0.809609733524382,-0.125391385349232,26,62,"model_539","outputs/revision/models/model_539.Rds","no","Invasive","Invasive-Native","Bare_Ground","Soil",13,16
"InvasiveNative","summary",0.335730226360063,0.230432364102309,-1.45695778311333,0.150918763821721,0.797719300476992,-0.126258847756866,26,54,"model_540","outputs/revision/models/model_540.Rds","no","Invasive","Invasive-Native","Bare_Ground","Soil",13,16
"InvasiveNative","summary",0.328848261845928,0.237660548982512,-1.38368889264043,0.171415355806281,0.803924929984485,-0.146228406292629,15,62,"model_541","outputs/revision/models/model_541.Rds","no","Invasive","Invasive-Native","Bare_Ground","Soil",13,16
"InvasiveNative","summary",0.322669168837837,0.234158887955036,-1.3779924036016,0.173889246345175,0.792129473444037,-0.146791135768363,15,54,"model_542","outputs/revision/models/model_542.Rds","no","Invasive","Invasive-Native","Bare_Ground","Soil",13,16
"InvasiveNative","summary",0.328848166396315,0.237661038732538,-1.38368563964074,0.171416347576042,0.803925813531224,-0.146229480738595,15,62,"model_543","outputs/revision/models/model_543.Rds","no","Invasive","Invasive-Native","Bare_Ground","Soil",13,16
"Herbivore_nativenessNative","summary",-0.269434508376925,0.141011753729333,1.91072376061712,0.0824394778320832,0.0409302689798329,-0.579799285733683,11,11,"model_545","outputs/revision/models/model_545.Rds","no","Herbivore_nativeness","Introduced-Native","Bird_Abundance","Vertebrates",4,9
"Herbivore_nativenessNative","summary",-0.270194195161388,0.140228562621278,1.9268128411978,0.0802196101984062,0.0384467901890261,-0.578835180511803,11,11,"model_546","outputs/revision/models/model_546.Rds","no","Herbivore_nativeness","Introduced-Native","Bird_Abundance","Vertebrates",4,9
"Herbivore_nativenessNative","summary",-0.248450384698735,0.238246304087366,1.04282996393357,0.319404190580502,0.275926195044238,-0.772826964441708,11,11,"model_547","outputs/revision/models/model_547.Rds","yes","Herbivore_nativeness","Introduced-Native","Bird_Abundance","Vertebrates",4,9
"Herbivore_nativenessNative","summary",-0.252031350388039,0.237392593478398,1.06166475834459,0.31114125436987,0.270466224973582,-0.774528925749661,11,11,"model_548","outputs/revision/models/model_548.Rds","no","Herbivore_nativeness","Introduced-Native","Bird_Abundance","Vertebrates",4,9
"Herbivore_nativenessNative","summary",-0.269020307905727,0.148963531563868,1.80594743613731,0.108561426971429,0.0744902118751701,-0.612530827686624,8,8,"model_549","outputs/revision/models/model_549.Rds","no","Herbivore_nativeness","Introduced-Native","Bird_Abundance","Vertebrates",4,9
"Herbivore_nativenessNative","summary",-0.269826829747293,0.14827523258319,1.81977006575192,0.106289494391997,0.0720964697379037,-0.611750129232489,8,8,"model_550","outputs/revision/models/model_550.Rds","no","Herbivore_nativeness","Introduced-Native","Bird_Abundance","Vertebrates",4,9
"Herbivore_nativenessNative","summary",-0.237576918830589,0.244903300811533,0.970084592748786,0.360415569341016,0.327171105565955,-0.802324943227133,8,8,"model_551","outputs/revision/models/model_551.Rds","no","Herbivore_nativeness","Introduced-Native","Bird_Abundance","Vertebrates",4,9
"Herbivore_nativenessNative","summary",-0.241196265013243,0.24407995036069,0.988185488635238,0.352003448945231,0.321653109838936,-0.804045639865422,8,8,"model_552","outputs/revision/models/model_552.Rds","no","Herbivore_nativeness","Introduced-Native","Bird_Abundance","Vertebrates",4,9
"InvasiveNative","summary",-0.255440069830404,0.157419061023903,1.62267560337955,0.135723650866723,0.0953114560801519,-0.60619159574096,10,10,"model_553","outputs/revision/models/model_553.Rds","no","Invasive","Invasive-Native","Bird_Abundance","Vertebrates",3,9
"InvasiveNative","summary",-0.255439892373624,0.157418768691858,1.6226774894526,0.135723245023411,0.0953109821805464,-0.606190766927794,10,10,"model_554","outputs/revision/models/model_554.Rds","no","Invasive","Invasive-Native","Bird_Abundance","Vertebrates",3,9
"InvasiveNative","summary",-0.218595857225403,0.281263254766092,0.777193086978939,0.455037095079942,0.408097728355041,-0.845289442805848,10,10,"model_555","outputs/revision/models/model_555.Rds","yes","Invasive","Invasive-Native","Bird_Abundance","Vertebrates",3,9
"InvasiveNative","summary",-0.218596367564417,0.281263689841904,0.777193699219719,0.455036749989666,0.408098187425347,-0.845290922554182,10,10,"model_556","outputs/revision/models/model_556.Rds","no","Invasive","Invasive-Native","Bird_Abundance","Vertebrates",3,9
"InvasiveNative","summary",-0.248717603610288,0.164380101628781,1.5130639362419,0.174027340827576,0.139979571180415,-0.637414778400991,7,7,"model_557","outputs/revision/models/model_557.Rds","no","Invasive","Invasive-Native","Bird_Abundance","Vertebrates",3,9
"InvasiveNative","summary",-0.248717791124465,0.16438112258575,1.51305567946052,0.174029390775013,0.139981797845846,-0.637417380094776,7,7,"model_558","outputs/revision/models/model_558.Rds","no","Invasive","Invasive-Native","Bird_Abundance","Vertebrates",3,9
"InvasiveNative","summary",-0.206632064908249,0.288957489451402,0.715095031108379,0.49770064378731,0.476643822327901,-0.889907952144399,7,7,"model_559","outputs/revision/models/model_559.Rds","no","Invasive","Invasive-Native","Bird_Abundance","Vertebrates",3,9
"InvasiveNative","summary",-0.206632064517041,0.288957373609705,0.715095316432862,0.497700478081507,0.476643548797025,-0.889907677831106,7,7,"model_560","outputs/revision/models/model_560.Rds","no","Invasive","Invasive-Native","Bird_Abundance","Vertebrates",3,9
"Herbivore_nativenessNative","summary",-0.134680685218251,0.0985178416677904,1.36706897896124,0.208779560481354,0.0925018650590632,-0.361863235495565,8,8,"model_561","outputs/revision/models/model_561.Rds","yes","Herbivore_nativeness","Introduced-Native","Bird_Diversity","Vertebrates",3,7
"Herbivore_nativenessNative","summary",-0.134953473832693,0.098341494974907,1.37229430839065,0.207213524241316,0.0918224202416027,-0.361729367906988,8,8,"model_562","outputs/revision/models/model_562.Rds","no","Herbivore_nativeness","Introduced-Native","Bird_Diversity","Vertebrates",3,7
"Herbivore_nativenessNative","summary",-0.13468068525468,0.0985178416774834,1.3670689791965,0.208779560410614,0.0925018650449862,-0.361863235554346,8,8,"model_563","outputs/revision/models/model_563.Rds","no","Herbivore_nativeness","Introduced-Native","Bird_Diversity","Vertebrates",3,7
"Herbivore_nativenessNative","summary",-0.134953155838522,0.0983419234618093,1.37228509559232,0.207216276343745,0.0918237263283422,-0.361730038005385,8,8,"model_564","outputs/revision/models/model_564.Rds","no","Herbivore_nativeness","Introduced-Native","Bird_Diversity","Vertebrates",3,7
"Herbivore_nativenessNative","summary",-0.134680685210194,0.0985178416774299,1.36706897874569,0.229859282558191,0.118567489091902,-0.387928859512289,5,5,"model_565","outputs/revision/models/model_565.Rds","no","Herbivore_nativeness","Introduced-Native","Bird_Diversity","Vertebrates",3,7
"Herbivore_nativenessNative","summary",-0.134953323248939,0.0983414802152816,1.37229298311872,0.228334298235816,0.117841499482052,-0.387748145979931,5,5,"model_566","outputs/revision/models/model_566.Rds","no","Herbivore_nativeness","Introduced-Native","Bird_Diversity","Vertebrates",3,7
"Herbivore_nativenessNative","summary",-0.76889293129835,0.603399779407089,1.27426783624926,0.238335846333725,0.622549455195678,-2.16033531779238,8,8,"model_569","outputs/revision/models/model_569.Rds","no","Herbivore_nativeness","Introduced-Native","CO2_Respiration","Soil",3,7
"Herbivore_nativenessNative","summary",-0.664348775994233,0.702190560020345,0.946108953636439,0.371788884334344,0.954905559114011,-2.28360311110248,8,8,"model_570","outputs/revision/models/model_570.Rds","yes","Herbivore_nativeness","Introduced-Native","CO2_Respiration","Soil",3,7
"Herbivore_nativenessNative","summary",-0.726249808833572,0.631218200120883,1.15055270696328,0.283143735644498,0.729341970861317,-2.18184158852846,8,8,"model_571","outputs/revision/models/model_571.Rds","no","Herbivore_nativeness","Introduced-Native","CO2_Respiration","Soil",3,7
"Herbivore_nativenessNative","summary",-0.663211253479314,0.706809224394548,0.938317201572206,0.375541867397731,0.966693740774964,-2.29311624773359,8,8,"model_572","outputs/revision/models/model_572.Rds","no","Herbivore_nativeness","Introduced-Native","CO2_Respiration","Soil",3,7
"Herbivore_nativenessNative","summary",-0.768892932333404,0.603399762066609,1.27426787458449,0.238335833425847,0.622549414173406,-2.16033527884021,8,8,"model_573","outputs/revision/models/model_573.Rds","no","Herbivore_nativeness","Introduced-Native","CO2_Respiration","Soil",3,7
"Herbivore_nativenessNative","summary",-0.664348775646482,0.702190560276327,0.946108952796298,0.371788884737504,0.954905560052059,-2.28360311134502,8,8,"model_574","outputs/revision/models/model_574.Rds","no","Herbivore_nativeness","Introduced-Native","CO2_Respiration","Soil",3,7
"Herbivore_nativenessNative","summary",-0.726249811557025,0.631218186296256,1.15055273647671,0.283143724185004,0.729341936258214,-2.18184155937226,8,8,"model_575","outputs/revision/models/model_575.Rds","no","Herbivore_nativeness","Introduced-Native","CO2_Respiration","Soil",3,7
"Herbivore_nativenessNative","summary",-0.663211086831944,0.706809250932622,0.938316930567688,0.375541998415319,0.966693968619241,-2.29311614228313,8,8,"model_576","outputs/revision/models/model_576.Rds","no","Herbivore_nativeness","Introduced-Native","CO2_Respiration","Soil",3,7
"InvasiveNative","summary",-0.76889293129835,0.603399779407089,1.27426783624926,0.238335846333725,0.622549455195678,-2.16033531779238,8,8,"model_577","outputs/revision/models/model_577.Rds","no","Invasive","Invasive-Native","CO2_Respiration","Soil",3,7
"InvasiveNative","summary",-0.664348775994233,0.702190560020345,0.946108953636439,0.371788884334344,0.954905559114011,-2.28360311110248,8,8,"model_578","outputs/revision/models/model_578.Rds","yes","Invasive","Invasive-Native","CO2_Respiration","Soil",3,7
"InvasiveNative","summary",-0.726249808833572,0.631218200120883,1.15055270696328,0.283143735644498,0.729341970861317,-2.18184158852846,8,8,"model_579","outputs/revision/models/model_579.Rds","no","Invasive","Invasive-Native","CO2_Respiration","Soil",3,7
"InvasiveNative","summary",-0.663211253479314,0.706809224394548,0.938317201572206,0.375541867397731,0.966693740774964,-2.29311624773359,8,8,"model_580","outputs/revision/models/model_580.Rds","no","Invasive","Invasive-Native","CO2_Respiration","Soil",3,7
"InvasiveNative","summary",-0.768892932333404,0.603399762066609,1.27426787458449,0.238335833425847,0.622549414173406,-2.16033527884021,8,8,"model_581","outputs/revision/models/model_581.Rds","no","Invasive","Invasive-Native","CO2_Respiration","Soil",3,7
"InvasiveNative","summary",-0.664348775646482,0.702190560276327,0.946108952796298,0.371788884737504,0.954905560052059,-2.28360311134502,8,8,"model_582","outputs/revision/models/model_582.Rds","no","Invasive","Invasive-Native","CO2_Respiration","Soil",3,7
"InvasiveNative","summary",-0.726249811557025,0.631218186296256,1.15055273647671,0.283143724185004,0.729341936258214,-2.18184155937226,8,8,"model_583","outputs/revision/models/model_583.Rds","no","Invasive","Invasive-Native","CO2_Respiration","Soil",3,7
"InvasiveNative","summary",-0.663211086831944,0.706809250932622,0.938316930567688,0.375541998415319,0.966693968619241,-2.29311614228313,8,8,"model_584","outputs/revision/models/model_584.Rds","no","Invasive","Invasive-Native","CO2_Respiration","Soil",3,7
"Herbivore_nativenessNative","summary",-0.389674838777864,0.173046515972758,2.2518502414646,0.0289440342132501,-0.0417414990772586,-0.737608178478469,48,48,"model_585","outputs/revision/models/model_585.Rds","no","Herbivore_nativeness","Introduced-Native","Dead_Vegetation","Ecosystem",17,33
"Herbivore_nativenessNative","summary",-0.409887018021994,0.168191793038285,2.43702151346167,0.018565935317803,-0.0717147529920764,-0.748059283051911,48,48,"model_586","outputs/revision/models/model_586.Rds","no","Herbivore_nativeness","Introduced-Native","Dead_Vegetation","Ecosystem",17,33
"Herbivore_nativenessNative","summary",-0.345021141493547,0.182334499884903,1.89224278296943,0.0644985319728124,0.0215869414890694,-0.711629224476164,48,48,"model_587","outputs/revision/models/model_587.Rds","yes","Herbivore_nativeness","Introduced-Native","Dead_Vegetation","Ecosystem",17,33
"Herbivore_nativenessNative","summary",-0.346279395996584,0.182007982058018,1.9025506028972,0.0631075585134153,0.0196721788943139,-0.712230970887482,48,48,"model_588","outputs/revision/models/model_588.Rds","no","Herbivore_nativeness","Introduced-Native","Dead_Vegetation","Ecosystem",17,33
"Herbivore_nativenessNative","summary",-0.389674839409623,0.173046515565109,2.25185025042014,0.0289440336062185,-0.0417415005286517,-0.737608178290594,33,48,"model_589","outputs/revision/models/model_589.Rds","no","Herbivore_nativeness","Introduced-Native","Dead_Vegetation","Ecosystem",17,33
"Herbivore_nativenessNative","summary",-0.409911758813849,0.168177189855213,2.43738023668222,0.0185496032849496,-0.0717688554513883,-0.74805466217631,33,48,"model_590","outputs/revision/models/model_590.Rds","no","Herbivore_nativeness","Introduced-Native","Dead_Vegetation","Ecosystem",17,33
"Herbivore_nativenessNative","summary",-0.345021229244423,0.182334500508703,1.89224325775885,0.0644984673067446,0.02158685499243,-0.711629313481275,33,48,"model_591","outputs/revision/models/model_591.Rds","no","Herbivore_nativeness","Introduced-Native","Dead_Vegetation","Ecosystem",17,33
"Herbivore_nativenessNative","summary",-0.346279578237667,0.182007986775925,1.90255155486106,0.063107431242326,0.0196720061392183,-0.712231162614553,33,48,"model_592","outputs/revision/models/model_592.Rds","no","Herbivore_nativeness","Introduced-Native","Dead_Vegetation","Ecosystem",17,33
"InvasiveNative","summary",-0.351562080377314,0.207514542459226,1.6941563526633,0.0982084812743965,0.0681757004305443,-0.771299861185173,39,39,"model_593","outputs/revision/models/model_593.Rds","no","Invasive","Invasive-Native","Dead_Vegetation","Ecosystem",8,33
"InvasiveNative","summary",-0.370666192547052,0.211603453002928,1.75170200337857,0.0876862518579948,0.0573421904903953,-0.798674575584499,39,39,"model_594","outputs/revision/models/model_594.Rds","no","Invasive","Invasive-Native","Dead_Vegetation","Ecosystem",8,33
"InvasiveNative","summary",-0.351366805015669,0.244130196339888,1.43925991247098,0.158055360650675,0.142433126427814,-0.845166736459151,39,39,"model_595","outputs/revision/models/model_595.Rds","yes","Invasive","Invasive-Native","Dead_Vegetation","Ecosystem",8,33
"InvasiveNative","summary",-0.352328705942015,0.24373401057428,1.44554592570757,0.156292959810944,0.140669864150725,-0.845327276034756,39,39,"model_596","outputs/revision/models/model_596.Rds","no","Invasive","Invasive-Native","Dead_Vegetation","Ecosystem",8,33
"InvasiveNative","summary",-0.351562080748256,0.207514550936495,1.6941562852421,0.0982084941910919,0.0681757172064988,-0.77129987870301,28,39,"model_597","outputs/revision/models/model_597.Rds","no","Invasive","Invasive-Native","Dead_Vegetation","Ecosystem",8,33
"InvasiveNative","summary",-0.370044954684071,0.211775666973713,1.74734406446235,0.0884486352617076,0.0583117639883864,-0.798401673356529,28,39,"model_598","outputs/revision/models/model_598.Rds","no","Invasive","Invasive-Native","Dead_Vegetation","Ecosystem",8,33
"InvasiveNative","summary",-0.351280255293102,0.244191316713792,1.43854523584401,0.158256719589649,0.142643303775706,-0.84520381436191,28,39,"model_599","outputs/revision/models/model_599.Rds","no","Invasive","Invasive-Native","Dead_Vegetation","Ecosystem",8,33
"InvasiveNative","summary",-0.352328665178553,0.243734217332398,1.44554453221501,0.156293348779716,0.140670323121954,-0.84532765347906,28,39,"model_600","outputs/revision/models/model_600.Rds","no","Invasive","Invasive-Native","Dead_Vegetation","Ecosystem",8,33
"Africa_ComparisonIntroduced","summary",0.621960862756174,0.271765790928779,2.28859143982243,0.051377690952208,-0.00473217493262057,1.24865390044497,8,8,"model_601","outputs/revision/models/model_601.Rds","yes","Africa_Comparison","Introduced-Intact_Africa","Growth_Rates","Ecosystem",5,5
"Africa_ComparisonIntroduced","summary",0.621960533603368,0.27176594511976,2.28858893018876,0.0513778922180386,-0.00473285965046566,1.2486539268572,8,8,"model_602","outputs/revision/models/model_602.Rds","no","Africa_Comparison","Introduced-Intact_Africa","Growth_Rates","Ecosystem",5,5
"Africa_ComparisonIntroduced","summary",0.640972619086591,0.296137631298589,2.16444163572144,0.0623563291071761,-0.0419219832775221,1.3238672214507,8,8,"model_603","outputs/revision/models/model_603.Rds","no","Africa_Comparison","Introduced-Intact_Africa","Growth_Rates","Ecosystem",5,5
"Africa_ComparisonIntroduced","summary",0.640972594868077,0.296137576459806,2.16444195475165,0.062356298107138,-0.0419218810375753,1.32386707077373,8,8,"model_604","outputs/revision/models/model_604.Rds","no","Africa_Comparison","Introduced-Intact_Africa","Growth_Rates","Ecosystem",5,5
"Africa_ComparisonIntroduced","summary",0.556318230179312,0.320840386244778,1.73394078186554,0.143460922575022,-0.268428238840053,1.38106469919868,5,5,"model_605","outputs/revision/models/model_605.Rds","no","Africa_Comparison","Introduced-Intact_Africa","Growth_Rates","Ecosystem",5,5
"Africa_ComparisonIntroduced","summary",0.556318578995614,0.320840171391038,1.73394303021231,0.143460506855745,-0.26842733772463,1.38106449571586,5,5,"model_606","outputs/revision/models/model_606.Rds","no","Africa_Comparison","Introduced-Intact_Africa","Growth_Rates","Ecosystem",5,5
"Africa_ComparisonIntroduced","summary",0.555698072215652,0.367290647200147,1.51296548510487,0.190700698075334,-0.388452593876154,1.49984873830746,5,5,"model_607","outputs/revision/models/model_607.Rds","no","Africa_Comparison","Introduced-Intact_Africa","Growth_Rates","Ecosystem",5,5
"Africa_ComparisonIntroduced","summary",0.555698881750306,0.367290164911103,1.51296967585507,0.190699671125765,-0.388450544578043,1.49984830807865,5,5,"model_608","outputs/revision/models/model_608.Rds","no","Africa_Comparison","Introduced-Intact_Africa","Growth_Rates","Ecosystem",5,5
"Herbivore_nativenessNative","summary",0.487050599851284,0.24157904187697,-2.01611280542841,0.0608984764466812,0.999175290907066,-0.0250740912044976,16,16,"model_609","outputs/revision/models/model_609.Rds","yes","Herbivore_nativeness","Introduced-Native","Growth_Rates","Ecosystem",5,13
"Herbivore_nativenessNative","summary",0.48692129583562,0.241688504268649,-2.01466469126882,0.0610647559577602,0.999278036795588,-0.0254354451243479,16,16,"model_610","outputs/revision/models/model_610.Rds","no","Herbivore_nativeness","Introduced-Native","Growth_Rates","Ecosystem",5,13
"Herbivore_nativenessNative","summary",0.48705070328826,0.241578970581909,-2.01611382859636,0.0608983591068898,0.999175243205265,-0.0250738366287456,16,16,"model_611","outputs/revision/models/model_611.Rds","no","Herbivore_nativeness","Introduced-Native","Growth_Rates","Ecosystem",5,13
"Herbivore_nativenessNative","summary",0.486921829027707,0.241688505011213,-2.01466689119169,0.0610645030399253,0.999278571561839,-0.0254349135064253,16,16,"model_612","outputs/revision/models/model_612.Rds","no","Herbivore_nativeness","Introduced-Native","Growth_Rates","Ecosystem",5,13
"Herbivore_nativenessNative","summary",0.310845908716662,0.24573184725977,-1.26498014882075,0.22399269592837,0.831774153910076,-0.210082336476753,11,16,"model_613","outputs/revision/models/model_613.Rds","no","Herbivore_nativeness","Introduced-Native","Growth_Rates","Ecosystem",5,13
"Herbivore_nativenessNative","summary",0.310662041669263,0.245858007200137,-1.26358317635095,0.224481171172627,0.831857733988811,-0.210533650650284,11,16,"model_614","outputs/revision/models/model_614.Rds","no","Herbivore_nativeness","Introduced-Native","Growth_Rates","Ecosystem",5,13
"Herbivore_nativenessNative","summary",0.310848796533529,0.245730924151897,-1.26499665276715,0.223986930022459,0.831775084825672,-0.210077491758614,11,16,"model_615","outputs/revision/models/model_615.Rds","no","Herbivore_nativeness","Introduced-Native","Growth_Rates","Ecosystem",5,13
"Herbivore_nativenessNative","summary",0.310662094017207,0.24585827342644,-1.26358202100592,0.224481575503672,0.831858350711306,-0.210534162676892,11,16,"model_616","outputs/revision/models/model_616.Rds","no","Herbivore_nativeness","Introduced-Native","Growth_Rates","Ecosystem",5,13
"Herbivore_nativenessNative","summary",0.955277801175314,0.579784577325114,-1.64764265648902,0.115864661541025,2.16878086789173,-0.258225265541105,19,19,"model_617","outputs/revision/models/model_617.Rds","yes","Herbivore_nativeness","Introduced-Native","Invert_Detritivore_Abundance","Invertebrates",4,17
"Herbivore_nativenessNative","summary",0.949556194990749,0.576466693430341,-1.6472004468121,0.115956282463173,2.15611485090567,-0.257002460924175,19,19,"model_618","outputs/revision/models/model_618.Rds","no","Herbivore_nativeness","Introduced-Native","Invert_Detritivore_Abundance","Invertebrates",4,17
"Herbivore_nativenessNative","summary",0.956103187501676,0.580160347847997,-1.64799816300472,0.115791049118251,2.17039275096143,-0.258186375958074,19,19,"model_619","outputs/revision/models/model_619.Rds","no","Herbivore_nativeness","Introduced-Native","Invert_Detritivore_Abundance","Invertebrates",4,17
"Herbivore_nativenessNative","summary",0.949556239896527,0.576466723221078,-1.64720043958612,0.115956283960818,2.15611495816418,-0.257002478371125,19,19,"model_620","outputs/revision/models/model_620.Rds","no","Herbivore_nativeness","Introduced-Native","Invert_Detritivore_Abundance","Invertebrates",4,17
"Herbivore_nativenessNative","summary",0.955277857183793,0.579784584224512,-1.6476427334844,0.121678328741371,2.19879211528849,-0.288236400920899,14,14,"model_621","outputs/revision/models/model_621.Rds","no","Herbivore_nativeness","Introduced-Native","Invert_Detritivore_Abundance","Invertebrates",4,17
"Herbivore_nativenessNative","summary",0.949556265926121,0.576466737739733,-1.64720044325408,0.121770110506311,2.1859544510577,-0.286841919205462,14,14,"model_622","outputs/revision/models/model_622.Rds","no","Herbivore_nativeness","Introduced-Native","Invert_Detritivore_Abundance","Invertebrates",4,17
"Herbivore_nativenessNative","summary",0.956106254058275,0.58016226436568,-1.64799800466794,0.121604648173777,2.20043055550204,-0.288218047385486,14,14,"model_623","outputs/revision/models/model_623.Rds","no","Herbivore_nativeness","Introduced-Native","Invert_Detritivore_Abundance","Invertebrates",4,17
"Herbivore_nativenessNative","summary",0.949556266004184,0.576466737775594,-1.64720044328703,0.121770110499472,2.18595445121268,-0.286841919204314,14,14,"model_624","outputs/revision/models/model_624.Rds","no","Herbivore_nativeness","Introduced-Native","Invert_Detritivore_Abundance","Invertebrates",4,17
"InvasiveNative","summary",1.25335708959404,0.69802406162062,-1.79557863189428,0.0893689879425786,2.71985122527137,-0.213137046083291,18,18,"model_625","outputs/revision/models/model_625.Rds","yes","Invasive","Invasive-Native","Invert_Detritivore_Abundance","Invertebrates",3,17
"InvasiveNative","summary",1.2511077788853,0.695792767591879,-1.7981040291858,0.0889544449064727,2.71291413975939,-0.21069858198879,18,18,"model_626","outputs/revision/models/model_626.Rds","no","Invasive","Invasive-Native","Invert_Detritivore_Abundance","Invertebrates",3,17
"InvasiveNative","summary",1.25424744964114,0.69830270884868,-1.79613716766053,0.0892771594579585,2.72132700142136,-0.212832102139071,18,18,"model_627","outputs/revision/models/model_627.Rds","no","Invasive","Invasive-Native","Invert_Detritivore_Abundance","Invertebrates",3,17
"InvasiveNative","summary",1.2511077789896,0.695792767689007,-1.7981040290847,0.0889544449230358,2.71291414006774,-0.210698582088551,18,18,"model_628","outputs/revision/models/model_628.Rds","no","Invasive","Invasive-Native","Invert_Detritivore_Abundance","Invertebrates",3,17
"InvasiveNative","summary",1.25335729609979,0.698024182329163,-1.79557861723013,0.0958303172596379,2.76134686105678,-0.254632268857204,13,13,"model_629","outputs/revision/models/model_629.Rds","no","Invasive","Invasive-Native","Invert_Detritivore_Abundance","Invertebrates",3,17
"InvasiveNative","summary",1.25425249577725,0.698305733909821,-1.79613661304867,0.0957377370174304,2.76285031594427,-0.254345324389775,13,13,"model_631","outputs/revision/models/model_631.Rds","no","Invasive","Invasive-Native","Invert_Detritivore_Abundance","Invertebrates",3,17
