term,type,estimate,std.error,statistic,p.value,ci.lb,ci.ub,intercept_df,contrast_df,model_id_nativeness,model_path_nativeness,preferred_model,nativeness_var,contrast,analysis_group,analysis_group_category,min_refs,max_refs
"Africa_ComparisonIntroduced","summary",-0.315722859613006,0.214119132237367,-1.47451961118077,0.236789881249778,-0.997145500892368,0.365699781666357,3,3,"model_1030","outputs/revision/models/model_1030.Rds","no","Africa_Comparison","Introduced-Intact_Africa","Vertebrate_Diversity","Vertebrates",3,3
"Africa_ComparisonIntroduced","summary",-0.284633850352054,0.221515944191271,-1.28493617645095,0.289036384797957,-0.989596448504999,0.42032874780089,3,3,"model_1031","outputs/revision/models/model_1031.Rds","no","Africa_Comparison","Introduced-Intact_Africa","Vertebrate_Diversity","Vertebrates",3,3
"Africa_ComparisonIntroduced","summary",-0.313871215989786,0.21571739746636,-1.45501113807352,0.241664737429334,-1.00038025054202,0.372637818562449,3,3,"model_1032","outputs/revision/models/model_1032.Rds","no","Africa_Comparison","Introduced-Intact_Africa","Vertebrate_Diversity","Vertebrates",3,3
"Herbivore_nativenessNative","summary",-0.161268514968773,0.0902451576286108,1.78700463500155,0.0992018847400359,0.0353587922877854,-0.357895822225332,12,12,"model_1033","outputs/revision/models/model_1033.Rds","yes","Herbivore_nativeness","Introduced-Native","Vertebrate_Diversity","Vertebrates",3,11
"Herbivore_nativenessNative","summary",-0.163307825115081,0.0896377585452626,1.82186422067458,0.09347942394924,0.0319960732259504,-0.358611723456112,12,12,"model_1034","outputs/revision/models/model_1034.Rds","no","Herbivore_nativeness","Introduced-Native","Vertebrate_Diversity","Vertebrates",3,11
"Herbivore_nativenessNative","summary",-0.161268514974957,0.0902451576479193,1.78700463468774,0.0992018847929414,0.035358792323671,-0.357895822273586,12,12,"model_1035","outputs/revision/models/model_1035.Rds","no","Herbivore_nativeness","Introduced-Native","Vertebrate_Diversity","Vertebrates",3,11
"Herbivore_nativenessNative","summary",-0.16330782268641,0.0896377444225207,1.8218644806214,0.093479382412482,0.0319960448838104,-0.35861169025663,12,12,"model_1036","outputs/revision/models/model_1036.Rds","no","Herbivore_nativeness","Introduced-Native","Vertebrate_Diversity","Vertebrates",3,11
"Herbivore_nativenessNative","summary",-0.161268536174916,0.0902451071025182,1.78700587048687,0.11708936405871,0.0521272326672868,-0.374664305017119,7,7,"model_1037","outputs/revision/models/model_1037.Rds","no","Herbivore_nativeness","Introduced-Native","Vertebrate_Diversity","Vertebrates",3,11
"Herbivore_nativenessNative","summary",-0.163307603724285,0.0896381270505367,1.8218542611027,0.111265829756546,0.0486528853667688,-0.37526809281534,7,7,"model_1038","outputs/revision/models/model_1038.Rds","no","Herbivore_nativeness","Introduced-Native","Vertebrate_Diversity","Vertebrates",3,11
"Herbivore_nativenessNative","summary",-0.161268514344463,0.0902451590091821,1.78700460074601,0.117089581486055,0.0521273772374957,-0.374664405926422,7,7,"model_1039","outputs/revision/models/model_1039.Rds","no","Herbivore_nativeness","Introduced-Native","Vertebrate_Diversity","Vertebrates",3,11
"Herbivore_nativenessNative","summary",-0.163307755105239,0.0896378072449392,1.82186244983653,0.111264494664261,0.0486519777657433,-0.375267487976222,7,7,"model_1040","outputs/revision/models/model_1040.Rds","no","Herbivore_nativeness","Introduced-Native","Vertebrate_Diversity","Vertebrates",3,11
