filename,variable,group_id,mean,sd,n,r,se,error_type,plot_type
fig_2_bio.png,earthworm biomass,in,2.35753676470591,2.50404356830001,19,,0.574466992865407,sd,boxplot
fig_2_bio.png,earthworm biomass,out,3.61213235294121,4.10131768108499,19,,0.940906805642423,sd,boxplot
fig_2_dens.png,earthworm density,in,128.350515463917,110.840450498071,19,,25.4285432935586,sd,boxplot
fig_2_dens.png,earthworm density,out,162.628865979381,157.918623162624,19,,36.2290168246821,sd,boxplot
fig_3_apo.png,dendrobaena biomass,in,0.182661290322583,0.198963789038779,19,,0.045645423675999,sd,boxplot
fig_3_apo.png,dendrobaena biomass,out,0.217741935483873,0.253620246156415,19,,0.0581844748964065,sd,boxplot
fig_3_den.png,aporrectodea biomass,in,0.562499999999997,0.608705929283052,19,,0.139646717477834,sd,boxplot
fig_3_den.png,aporrectodea biomass,out,0.94642857142857,1.03651950229863,19,,0.23779388229099,sd,boxplot
fig_3_lum.png,lumbricus biomass,in,0.767045454545459,1.48572632293385,19,,0.34084899470668,sd,boxplot
fig_3_lum.png,lumbricus biomass,out,1.61931818181819,1.96957475859459,19,,0.451851438655912,sd,boxplot
fig_4a.png,density,in,190.238095238095,143.515719200642,5,,64.1821807944816,sd,boxplot
fig_4a.png,density,out,236.666666666667,138.418967968581,5,,61.9028443506227,sd,boxplot
