filename,variable,group_id,mean,sd,n,r,se,error_type,plot_type
figure_2.png,density,O_riparian,53.7401574803149,19.1891873584239,82,,2.11909124412691,sd,boxplot
figure_2.png,density,open_sodic,16.8307086614173,11.3066392203877,82,,1.24860942388513,sd,boxplot
figure_2.png,density,open crest,38.3858267716535,12.4217568671554,82,,1.37175356737068,sd,boxplot
figure_2.png,density,p riparian,55.880905511811,20.1185415347829,59,,2.61921101293586,sd,boxplot
figure_2.png,density,p sodic,47.5393700787401,25.6905520700056,59,,3.34462499649017,sd,boxplot
figure_2.png,density,partial crest,65.625,25.6569385541579,59,,3.34024888946774,sd,boxplot
figure_2.png,density,full riparian,44.7342519685039,16.4356498352754,77,,1.87301612971673,sd,boxplot
figure_2.png,density,full sodic,70.2755905511811,35.2005704338232,77,,4.01147729834658,sd,boxplot
figure_2.png,density,full crest,72.4163385826771,30.6654052021796,77,,3.49464725420877,sd,boxplot
figure_3b.png,diameter,open sodic,0.513157894736849,1.48073078768473,82,,0.163519360590034,sd,boxplot
figure_3b.png,diameter,open riparian,0.368421052631583,1.0040361544594,82,,0.110877244771272,sd,boxplot
figure_3b.png,diameter,open crest,0.394736842105271,0.906565100807343,82,,0.100113367568352,sd,boxplot
figure_3b.png,diameter,partial riparian,0.828947368421054,0.936476418881709,59,,0.121918845133432,sd,boxplot
figure_3b.png,diameter,partial sodic,-0.98684210526315,0.742380510656087,59,,0.0966497102157039,sd,boxplot
figure_3b.png,diameter,partial crest,0.210526315789478,0.439711524393718,59,,0.0572455645065361,sd,boxplot
figure_3b.png,diameter,full riparian,0.0657894736842115,1.55217229721731,77,,0.176886449755565,sd,boxplot
figure_3b.png,diameter,full sodic,-0.776315789473678,1.16840909839562,77,,0.133152574393851,sd,boxplot
figure_3b.png,diameter,full crest,-0.578947368421049,1.03015880761512,77,,0.117397491560793,sd,boxplot
